"gene_id","ILSGR0260r_S1_BC1.bam","ILSGR0260r_S1_BC10.bam","ILSGR0260r_S1_BC11.bam","ILSGR0260r_S1_BC12.bam","ILSGR0260r_S1_BC13.bam","ILSGR0260r_S1_BC14.bam","ILSGR0260r_S1_BC15.bam","ILSGR0260r_S1_BC16.bam","ILSGR0260r_S1_BC17.bam","ILSGR0260r_S1_BC18.bam","ILSGR0260r_S1_BC19.bam","ILSGR0260r_S1_BC2.bam","ILSGR0260r_S1_BC20.bam","ILSGR0260r_S1_BC21.bam","ILSGR0260r_S1_BC22.bam","ILSGR0260r_S1_BC23.bam","ILSGR0260r_S1_BC24.bam","ILSGR0260r_S1_BC25.bam","ILSGR0260r_S1_BC26.bam","ILSGR0260r_S1_BC27.bam","ILSGR0260r_S1_BC28.bam","ILSGR0260r_S1_BC29.bam","ILSGR0260r_S1_BC3.bam","ILSGR0260r_S1_BC30.bam","ILSGR0260r_S1_BC31.bam","ILSGR0260r_S1_BC32.bam","ILSGR0260r_S1_BC33.bam","ILSGR0260r_S1_BC34.bam","ILSGR0260r_S1_BC35.bam","ILSGR0260r_S1_BC36.bam","ILSGR0260r_S1_BC37.bam","ILSGR0260r_S1_BC38.bam","ILSGR0260r_S1_BC39.bam","ILSGR0260r_S1_BC4.bam","ILSGR0260r_S1_BC40.bam","ILSGR0260r_S1_BC5.bam","ILSGR0260r_S1_BC6.bam","ILSGR0260r_S1_BC7.bam","ILSGR0260r_S1_BC8.bam","ILSGR0260r_S1_BC9.bam"
"13498",4,2,0,0,0,6,0,0,0,6,1,0,0,0,0,0,1,0,0,11,0,9,2,0,0,3,0,2,0,0,13,1,8,45,0,0,3,3,0,14
"21991",0,242,1,6,127,6,17,15,195,82,84,18,2,8,0,75,180,0,4,94,22,127,75,208,1,221,19,197,73,0,502,144,47,209,5,29,143,92,0,98
"22225",1,5,0,0,23,0,2,0,10,23,5,0,0,14,0,7,0,0,0,29,4,2,0,28,0,67,0,31,8,0,28,9,14,30,0,0,12,0,0,48
"14793",0,113,0,0,6,1,1,0,29,33,44,20,9,22,0,2,0,0,0,34,0,14,0,9,0,82,0,13,40,0,134,3,30,29,0,0,51,28,0,28
"69202",0,2,0,1,1,0,2,0,7,1,13,5,0,1,0,0,3,0,0,3,3,0,3,5,0,1,0,0,0,0,6,0,0,0,12,0,10,0,0,0
"30853",0,15,0,2,25,0,0,3,4,12,4,17,5,2,0,5,11,0,0,43,8,12,10,22,13,10,0,13,19,0,46,14,0,18,0,6,12,1,1,31
"26894",0,11,5,0,1,0,4,0,19,0,0,0,3,20,0,7,0,2,0,99,0,17,8,2,0,25,0,61,0,0,15,21,0,30,0,5,15,1,0,59
"269800",0,1,1,0,0,0,0,0,0,0,14,4,0,8,0,0,0,0,0,10,1,2,2,4,0,8,0,12,3,0,14,0,0,6,0,0,24,1,2,2
"28019",0,17,0,5,0,0,0,1,19,0,35,0,0,0,0,0,0,0,0,15,19,15,7,11,0,5,0,11,1,0,9,0,2,1,0,0,17,0,0,22
"107932",1,226,1,15,450,9,80,0,391,102,173,7,2,260,0,72,38,1,0,205,123,42,44,105,24,292,2,173,161,0,285,42,48,270,26,70,144,87,19,286
"110109",0,29,0,0,1,3,0,0,10,26,22,0,0,0,0,9,0,0,0,6,0,4,0,3,0,14,0,34,3,0,36,3,4,10,0,0,8,1,0,31
"320678",0,4,0,0,8,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,3,3,0,0,3,0,0,0,3,0,0,0,16
"14433",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,0,0,2,0,0,1,0,0,1,0,0,10
"68298",0,206,0,0,31,0,10,0,127,16,87,0,3,106,0,48,23,0,0,45,0,12,11,42,19,76,1,34,18,0,137,108,12,57,0,0,87,29,0,118
"66493",3,15,0,0,13,0,9,0,8,0,21,0,1,2,0,15,0,0,0,0,0,12,0,0,3,20,0,1,2,0,14,11,0,18,0,11,0,3,0,5
"22317",0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,2,0,0,0,0,0,2,10,0,0,0,0,4,0,0,16,1,0,51
"213233",0,0,0,0,5,0,6,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,6,0,0,18,0,40,3,0,0,18,0,0,3
"21940",0,88,0,0,3,3,0,0,104,12,5,0,0,6,0,7,9,0,0,15,0,56,28,19,21,14,0,15,17,0,2,6,0,0,0,21,10,0,0,72
"17000",1,1,0,0,1,0,7,4,40,1,4,0,0,2,0,0,0,0,0,0,22,3,2,0,0,2,0,14,10,0,76,0,3,56,0,30,3,10,0,15
"21937",0,50,0,0,5,0,0,0,20,41,16,4,0,30,0,4,1,0,1,38,5,11,4,0,0,37,0,30,29,0,111,44,13,38,0,8,12,3,6,16
"12527",0,6,0,0,0,0,0,5,7,10,11,7,0,22,0,8,0,0,0,0,0,2,7,0,7,2,0,5,1,0,39,1,0,17,0,3,3,9,0,6
"66108",0,85,0,30,10,0,5,0,19,15,19,0,0,0,0,24,0,0,0,1,0,42,0,2,0,19,0,16,4,0,41,17,0,25,0,2,12,0,0,38
"19362",0,19,0,0,39,0,0,0,57,0,3,0,0,29,0,6,0,0,0,10,0,1,0,0,5,17,0,97,11,0,8,23,5,51,0,5,1,0,0,46
"28040",0,0,0,0,5,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,5,0,12,0,0,1,0,0,3
"100861633",7,126,0,1,138,6,17,1,181,60,93,50,15,9,0,55,24,0,0,90,2,61,39,24,8,83,0,63,99,0,120,17,88,148,0,46,70,2,6,128
"12444",25,659,0,8,1285,63,116,4,409,251,450,6,33,16,0,78,31,0,9,381,0,205,302,139,196,759,0,349,751,0,633,182,518,372,36,224,384,138,3,804
"101187",0,7,0,0,0,0,7,0,0,0,17,3,0,1,0,3,0,1,0,0,0,0,4,0,0,0,0,0,0,0,13,0,0,3,0,0,5,6,0,9
"72440",0,39,0,0,44,1,0,0,11,6,0,0,0,10,0,9,0,0,0,32,0,0,0,18,0,36,0,0,18,0,35,18,0,21,0,7,47,10,0,15
"14235",1,3,0,0,5,0,0,0,0,6,1,1,0,0,0,11,0,0,0,0,0,2,0,0,2,15,0,3,0,0,20,0,0,5,0,0,0,0,0,1
"101142",0,14,0,0,0,0,0,0,23,0,0,10,0,0,0,0,0,0,0,1,0,6,0,0,0,11,0,6,0,0,5,10,0,0,0,0,5,0,0,8
"14228",0,150,0,0,126,0,4,0,136,61,102,28,1,31,0,29,0,0,0,79,0,34,25,7,20,181,0,132,97,0,478,24,0,119,1,46,165,66,0,217
"791299",0,6,0,0,1,1,0,0,18,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,25,0,4,9,0,45,1,0,2,0,0,3,0,0,9
"232406",24,215,0,21,79,11,6,0,167,104,84,11,18,36,0,18,28,2,0,68,0,112,62,57,0,65,0,207,58,0,345,32,48,200,0,19,29,3,0,136
"93675",0,6,0,0,5,1,2,0,3,0,22,0,1,0,0,0,29,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
"408064",0,1,0,1,5,0,0,0,0,0,9,0,4,2,0,1,0,0,0,0,2,0,7,29,1,0,0,6,3,0,12,0,5,1,0,2,3,2,0,2
"232408",0,17,0,8,1,0,4,0,4,0,0,12,1,17,0,27,0,6,0,19,0,0,7,1,0,0,0,0,0,0,28,0,8,21,0,3,0,4,0,38
"76432",0,0,1,0,0,0,0,0,9,2,4,0,1,7,0,0,2,0,67,0,1,0,3,24,0,0,0,6,32,0,0,0,0,13,0,0,11,0,0,2
"12515",0,39,0,1,69,0,0,0,13,4,33,0,0,2,0,92,0,0,0,3,0,11,5,2,7,9,0,6,5,0,38,1,0,44,23,6,30,20,3,56
"232413",0,40,0,2,18,0,0,0,5,25,50,0,0,28,0,12,0,0,9,84,69,10,19,34,2,65,0,42,33,0,44,0,25,39,6,20,32,3,0,14
"16643",0,3,0,8,0,0,5,0,21,9,10,21,23,25,0,0,2,14,0,46,0,0,34,144,1,4,0,12,0,0,8,0,9,23,0,0,25,15,10,0
"66441",0,9,0,0,14,0,0,0,20,0,7,0,0,0,0,3,6,0,0,8,0,4,2,3,1,1,0,3,4,0,11,0,14,7,2,0,1,1,0,3
"56449",1,257,0,0,237,1,0,0,74,121,200,0,21,11,0,118,6,0,0,260,14,186,30,2,32,395,0,116,90,0,199,31,29,226,5,132,203,20,2,191
"381820",17,49,4,5,3,9,31,2,1,18,94,0,0,13,0,0,1,0,4,20,8,15,7,2,0,31,0,4,13,0,15,0,2,14,0,15,21,0,3,32
"100502708",0,2,0,1,4,0,0,0,7,1,7,2,0,6,0,0,1,0,1,3,10,2,2,7,1,8,0,1,2,0,6,0,3,17,4,2,2,1,2,6
"14011",1,74,2,10,64,40,8,3,82,22,25,0,9,20,0,24,19,0,2,23,9,85,4,29,38,169,0,24,53,0,58,12,19,149,1,24,101,67,2,57
"16974",1,14,0,0,4,0,0,0,42,8,45,0,0,10,0,0,0,0,0,31,8,1,0,4,0,4,0,0,1,0,12,4,10,3,0,27,0,0,0,15
"12576",0,14,7,0,29,10,5,0,15,2,4,23,0,31,0,3,0,0,13,31,8,1,16,16,0,9,0,3,2,0,9,1,21,13,0,8,47,2,0,5
"381822",0,30,0,0,16,0,2,0,61,14,0,0,0,20,0,15,5,0,0,12,0,0,0,17,0,55,0,0,6,0,9,12,0,37,0,0,0,10,0,0
"67755",0,21,0,0,4,0,0,0,34,18,95,0,0,22,0,8,0,0,4,3,0,0,7,90,6,83,0,7,16,0,43,2,17,22,0,0,19,25,0,30
"668137",0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,4,0,0,1,0,2,0,0,3,0,0,7,0,0,1,0,0,0
"54343",0,2,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,18,0,0,0,4,0,0,0,0,3,0,18,0,8,7,0,0,1,0,0,2
"232440",0,39,0,1,33,5,32,0,28,27,44,0,0,32,0,6,6,0,8,92,29,69,10,25,59,69,0,19,79,0,123,25,25,104,0,1,56,9,0,84
"60321",10,59,0,0,48,23,14,1,54,6,48,24,2,12,0,16,0,0,0,42,6,20,37,19,2,126,0,159,23,0,166,43,8,121,0,22,108,21,0,62
"11857",22,387,22,31,289,24,56,2,326,225,190,24,64,122,0,101,23,0,29,271,282,218,101,270,27,471,0,200,176,0,548,75,169,395,10,144,456,51,9,422
"19277",0,3,0,2,0,0,0,0,0,0,3,2,3,0,0,1,0,0,30,0,2,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0
"20901",0,42,2,0,37,21,1,0,87,5,35,2,7,0,0,29,3,0,0,61,12,1,10,61,11,24,0,29,48,0,42,35,6,24,7,22,17,11,8,54
"232449",0,52,0,0,44,0,11,0,12,7,64,1,0,0,0,1,0,0,0,12,5,5,1,7,4,15,0,11,40,0,22,0,8,21,0,8,50,0,0,85
"109135",0,0,0,0,0,0,0,0,2,37,4,0,0,0,0,3,0,0,0,27,0,0,0,5,0,12,0,2,0,0,0,0,0,4,0,6,2,12,0,3
"11569",0,151,0,23,43,3,9,0,83,0,60,0,0,4,0,119,13,0,0,22,17,59,4,12,0,110,0,73,38,0,85,27,6,74,0,12,39,38,0,45
"66964",0,99,0,0,51,21,0,0,30,8,41,0,0,0,0,0,5,1,0,37,0,28,0,0,0,44,0,20,0,0,65,1,0,5,0,2,6,0,0,33
"12764",0,47,0,0,18,0,0,0,19,9,20,10,0,0,0,8,1,0,0,4,6,5,0,5,0,10,0,31,26,0,13,16,0,6,0,5,11,1,0,8
"20449",0,0,0,0,5,0,5,0,6,0,4,7,2,0,0,13,0,0,0,0,0,0,5,16,0,17,0,0,29,0,0,0,0,22,0,4,26,30,0,23
"74741",2,19,0,0,23,0,2,0,12,31,8,0,3,33,0,40,0,0,0,6,22,0,0,36,38,36,0,1,17,0,41,2,11,7,0,0,3,10,0,8
"75320",0,36,7,5,49,1,7,3,13,7,6,2,0,11,0,6,4,13,0,24,1,21,18,9,0,35,0,5,5,0,11,10,0,15,0,9,37,10,0,18
"16970",0,24,0,3,43,0,13,1,22,0,4,0,0,5,0,18,22,0,0,24,2,7,1,13,0,29,0,10,0,0,22,11,0,23,0,38,44,11,0,74
"67636",0,79,0,5,0,0,0,0,2,0,20,0,0,0,0,1,0,0,0,0,0,0,0,6,0,4,0,1,4,0,0,0,0,1,0,0,2,0,0,4
"16653",0,25,0,15,32,5,6,10,4,5,5,0,0,2,0,17,14,0,0,86,6,15,23,11,0,12,0,19,16,0,39,10,30,10,0,2,71,6,3,29
"16439",0,0,0,0,3,25,0,0,13,0,2,0,0,0,0,0,14,0,0,0,12,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,2
"71177",0,12,0,0,20,12,0,6,6,5,5,0,0,0,0,34,0,1,0,26,14,0,2,11,0,23,0,7,40,0,3,21,8,14,0,2,2,17,0,32
"67529",0,33,0,0,16,16,0,0,23,0,29,4,0,2,0,5,0,0,0,78,18,9,5,1,7,62,0,5,21,0,12,4,8,46,3,12,5,16,0,36
"67623",1,47,0,0,60,0,0,0,34,68,5,0,0,18,0,10,0,13,14,8,2,10,0,8,0,19,0,78,16,0,31,0,0,10,8,14,10,2,0,59
"108098",0,5,0,0,11,0,4,1,10,11,8,1,0,9,0,4,0,0,0,3,13,10,0,3,0,23,0,5,0,0,1,8,4,2,0,0,14,5,0,17
"626175",0,6,0,0,5,0,6,0,8,3,8,1,0,1,0,2,16,0,0,13,7,19,1,19,0,22,0,11,0,0,10,8,8,50,0,10,17,4,0,10
"232536",0,10,0,1,20,0,2,0,2,44,7,0,0,0,0,8,0,0,0,33,0,20,0,12,0,4,0,12,2,0,2,0,0,8,5,0,16,3,0,24
"67456",0,0,0,11,19,3,1,1,7,0,4,0,1,6,0,0,0,0,0,3,24,0,2,0,0,0,0,8,20,0,15,1,0,19,0,0,5,0,0,13
"320727",8,6,1,0,2,0,0,0,6,0,2,1,5,8,0,0,0,0,0,3,2,3,31,0,0,5,0,6,5,0,9,0,13,0,0,0,19,10,0,8
"56306",1,9,0,0,8,0,0,0,3,11,3,0,0,0,0,1,1,0,0,4,0,3,8,0,2,8,0,2,14,0,0,0,0,9,0,0,11,1,0,11
"67246",1,20,0,0,43,2,14,0,16,5,49,19,25,46,0,12,13,0,0,7,28,0,4,8,2,8,0,6,10,0,61,25,20,75,0,19,32,12,0,38
"50918",11,7,0,0,0,0,0,0,3,0,0,21,6,20,0,5,0,4,12,0,82,0,4,17,0,4,0,0,4,0,32,0,7,5,0,0,5,17,0,0
"66091",8,34,0,2,134,0,2,6,169,59,157,5,3,43,0,29,10,0,22,49,30,59,13,41,74,56,0,51,57,0,69,94,85,127,7,22,51,6,0,69
"68988",6,65,0,0,17,0,0,0,18,15,8,0,0,0,0,0,0,0,0,8,0,17,1,0,0,6,0,13,0,0,26,0,0,19,4,0,8,1,10,10
"232791",0,8,0,2,0,0,6,0,2,1,4,0,0,3,0,0,0,0,9,22,4,0,0,24,0,5,0,3,0,0,27,14,27,10,0,0,7,0,0,6
"69757",0,23,0,0,34,0,0,0,12,12,4,0,0,7,0,0,0,0,0,0,0,3,0,0,0,8,0,4,0,0,4,0,0,2,0,0,0,0,0,2
"77582",0,6,0,0,24,3,2,0,24,21,16,2,1,6,0,5,29,1,0,57,51,1,13,69,0,69,0,18,15,0,30,2,0,1,10,1,8,0,0,41
"66078",1,2,0,0,0,0,2,0,1,7,0,0,0,0,0,6,0,0,0,0,0,0,5,1,0,0,0,1,0,0,3,0,1,0,0,0,3,2,0,15
"76846",0,23,0,0,7,0,0,0,10,4,5,0,0,3,0,9,3,0,1,35,29,1,2,9,0,63,0,21,16,0,24,10,3,16,0,0,16,3,0,30
"52855",0,3,0,1,0,0,3,0,41,0,1,3,0,0,0,0,0,31,0,4,24,0,10,24,0,3,0,2,1,0,13,0,4,0,0,8,0,1,0,3
"232798",0,18,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,2,0,1,30,7,11,6,0,0,0,4,0,0,4,0,0,0,0,0,18,0,3,7
"232807",0,0,0,0,11,0,0,0,0,6,3,4,0,8,0,10,0,0,0,0,11,6,0,8,0,16,0,1,24,0,29,0,1,6,0,1,8,0,0,5
"243819",1,93,5,1,102,9,41,2,20,25,44,3,8,12,0,13,26,1,1,77,31,49,14,29,11,44,0,36,64,0,176,12,27,64,1,6,32,14,65,112
"66245",0,11,0,0,48,1,5,0,14,1,44,0,1,0,0,0,8,0,3,59,10,8,0,0,0,7,0,19,1,0,15,2,0,0,0,0,9,0,0,66
"232811",0,3,0,0,4,0,0,0,5,24,11,0,0,20,0,21,0,0,0,17,5,0,0,11,1,43,0,7,0,0,134,0,24,8,0,0,22,0,0,2
"19943",2,25,0,2,11,1,0,3,10,4,16,2,3,7,0,5,6,1,4,22,3,14,16,10,2,29,2,19,5,0,19,11,4,12,1,0,8,10,4,15
"664994",1,7,0,0,1,0,0,0,0,0,5,1,0,0,0,2,0,0,0,19,0,0,1,3,0,1,0,6,0,0,0,0,0,0,0,0,3,0,0,0
"232816",0,1,0,0,0,0,0,0,0,2,6,0,0,0,0,8,0,0,0,6,0,0,0,0,0,6,0,0,0,0,1,0,1,4,0,0,12,0,0,0
"23877",0,4,0,0,3,3,0,4,1,0,7,0,0,0,0,1,9,0,0,5,0,0,19,5,0,0,0,6,0,0,5,0,0,1,0,0,1,0,0,0
"66056",0,0,0,0,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,2,1,1,0,0,1,0,0,0,0,0,1,4,0,0,0,7,0,0,2
"22185",1,59,0,0,23,0,2,0,42,10,50,7,3,7,0,1,1,0,1,38,3,13,11,11,3,23,0,7,2,0,13,5,11,33,0,6,19,5,0,21
"13854",0,58,0,6,36,0,1,0,70,14,42,0,12,1,0,42,22,0,2,78,32,2,34,31,0,53,0,36,12,0,61,0,18,52,0,5,28,15,0,30
"100503864",0,154,0,6,51,4,53,32,170,174,29,148,14,29,0,8,14,0,85,19,97,113,11,56,26,239,0,80,53,0,181,25,20,111,15,62,149,19,0,97
"384525",1,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,2
"72667",0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,6,0,20,1,8,0,0,0,0,10,1,2,7,0,0,2,7,0,2
"12727",1,3,0,0,0,4,8,0,11,0,7,0,1,9,0,0,0,0,0,0,26,0,0,58,0,7,0,21,0,0,91,3,19,12,1,2,14,0,0,32
"67370",5,22,0,1,0,0,0,0,0,1,0,3,0,1,0,1,0,0,0,0,0,7,0,9,0,0,0,0,0,0,2,0,2,0,0,0,13,0,0,0
"67230",0,24,0,2,0,0,0,1,0,0,3,0,0,3,0,16,14,0,0,4,14,8,4,1,0,3,0,11,27,0,2,0,1,0,0,0,11,5,4,19
"65020",0,24,0,0,2,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,8,7,0,0,0,0,2,12,0,4,29,0,2
"20103",34,1294,20,18,651,64,51,86,610,332,618,195,162,238,0,333,183,6,80,748,142,645,286,521,181,900,0,522,363,0,834,562,282,940,114,143,939,184,7,776
"269870",0,3,0,1,0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,23,0,0,1,0,0,1,0,0,17,9,0,0
"232879",0,2,0,0,1,0,0,0,4,1,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,2,0,5,2,0,14,0,0,3,0,1,0,0,0,4
"21849",0,214,23,0,107,1,63,4,354,63,86,6,27,24,0,62,36,1,0,114,13,100,25,101,24,202,1,104,36,0,174,30,36,195,0,9,227,45,0,149
"68953",1,31,0,0,0,0,0,0,7,5,17,5,0,0,0,0,7,0,0,4,5,6,0,5,9,9,0,18,13,0,51,3,7,57,0,9,16,1,0,51
"22192",1,45,0,0,29,0,1,0,119,51,18,20,0,13,0,48,16,0,0,14,0,13,14,9,0,23,0,39,24,0,85,7,29,53,0,0,22,2,0,239
"16881",0,131,0,2,109,53,1,1,90,7,118,0,4,8,0,48,4,2,0,33,15,67,43,17,7,58,0,74,87,0,128,38,66,169,0,45,94,10,0,153
"20364",2,3,0,0,9,0,2,0,7,0,3,0,3,9,0,23,0,0,0,10,2,2,0,3,5,11,0,6,4,0,7,2,0,8,0,3,7,3,0,5
"68077",0,38,1,0,28,8,6,78,47,20,15,18,0,15,0,19,11,0,3,28,15,27,17,27,24,62,0,27,3,0,58,18,8,39,2,10,68,9,0,45
"108124",0,22,0,0,23,14,9,0,20,4,7,0,0,0,0,28,3,0,9,36,0,11,19,8,0,6,0,19,12,0,75,1,0,61,0,1,27,9,0,44
"66300",0,7,3,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,7,5,0,0,2,0,0,0,6,17,0,0,0,0,0,0,9,0,0,0,0
"243846",0,11,0,0,2,0,0,0,31,0,0,0,0,0,0,0,0,0,0,134,0,17,0,0,2,9,0,6,0,0,5,7,6,55,0,0,0,0,0,0
"170770",0,0,0,0,1,3,6,0,1,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,34,0,0,3,17,0,0
"56459",4,33,0,0,9,31,14,0,64,5,19,0,0,27,0,1,30,0,0,166,0,9,0,63,0,70,0,42,9,0,105,40,3,91,48,21,33,9,2,62
"330474",0,17,2,0,15,1,0,0,126,19,55,3,3,11,0,11,10,1,0,11,21,19,5,25,0,48,0,33,26,0,52,0,13,17,1,1,12,1,0,43
"69094",0,39,0,1,13,7,0,0,60,5,18,0,0,1,0,7,0,0,0,11,18,7,0,0,2,43,0,12,2,0,35,0,6,10,0,0,47,14,0,95
"232910",0,20,9,0,11,0,0,0,34,54,20,10,12,0,0,5,0,0,1,2,64,13,29,50,0,39,0,17,58,0,43,7,9,7,13,1,18,6,0,11
"20514",0,93,0,14,44,26,0,0,11,16,19,3,11,0,0,33,0,0,0,0,2,21,13,8,3,12,0,35,6,0,35,24,0,29,0,42,28,4,14,22
"243853",0,14,0,0,2,0,1,0,17,0,3,0,0,0,0,0,0,0,0,1,0,2,1,1,8,18,0,0,2,0,4,18,0,15,0,0,5,23,0,4
"97387",0,6,0,0,0,0,0,0,18,0,7,0,2,0,0,1,1,0,0,3,3,2,0,0,0,37,0,7,0,0,28,1,29,32,5,4,4,0,0,0
"101540",36,57,0,0,12,0,0,90,16,0,3,0,11,0,0,10,0,0,0,4,0,2,0,0,0,50,0,26,32,0,6,10,9,15,0,2,9,0,0,40
"12315",8,67,0,8,86,3,53,0,107,28,54,16,1,42,0,44,25,6,5,90,10,5,50,52,13,107,1,73,51,0,102,8,78,65,2,2,67,13,3,89
"19060",2,30,0,0,63,5,11,0,5,0,13,0,0,11,0,1,10,0,0,66,6,15,8,7,0,23,0,14,24,0,101,18,2,20,3,4,34,0,0,29
"232933",0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,9,0,0,0,6,0,1,15,0,14,1,0,0,9,0,0,0,5,8,0,0,1,0,0,2
"272359",0,2,0,0,12,1,0,0,21,2,0,0,0,5,0,0,0,0,4,0,0,19,0,7,1,7,0,21,7,0,10,0,0,1,0,0,4,0,0,22
"68188",0,1,0,0,3,0,0,0,0,1,2,0,0,3,0,3,0,0,0,2,1,2,0,2,0,18,0,1,1,0,0,0,0,0,0,2,4,0,0,3
"107686",0,30,0,0,41,0,16,0,39,4,18,3,0,0,0,9,11,0,0,6,2,15,0,4,0,52,0,42,19,0,34,24,3,38,0,0,37,8,0,43
"403187",0,1,0,0,6,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,7,0,0,4,0,5,0,7,0,0,4,0,13,0,0,0,4,0,0,0
"22323",0,44,0,1,33,0,0,0,24,0,5,8,0,2,0,0,0,0,0,3,17,13,1,48,0,41,0,6,16,0,23,0,8,7,0,0,9,2,0,13
"70333",0,5,0,0,9,0,2,0,16,0,15,0,0,0,0,9,1,0,0,6,6,9,0,0,0,12,0,37,7,0,99,0,0,35,0,1,88,0,0,12
"13871",0,54,0,3,13,0,0,0,40,1,2,0,0,16,0,0,0,0,0,0,0,0,6,0,0,2,0,1,16,0,0,0,5,24,0,0,0,21,0,14
"232946",0,0,0,0,1,0,0,0,6,0,0,0,0,1,0,5,2,0,0,0,0,1,0,0,0,1,0,0,1,0,4,0,0,5,0,3,0,3,0,6
"67091",0,35,0,0,27,0,2,0,11,16,6,3,0,28,0,31,3,0,0,22,3,7,1,8,19,13,0,17,10,0,88,14,74,42,0,11,87,4,0,33
"69731",7,7,0,2,0,0,2,0,0,12,1,1,5,6,0,0,0,0,0,38,10,9,5,4,0,11,0,10,2,0,17,0,6,13,0,0,5,6,0,16
"53609",0,3,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,3,0,0,3,3,3,0,11,0,0,6,1,2,0,0,0,14,3,0,0
"56457",0,11,0,0,5,36,0,0,10,0,4,4,0,12,0,1,0,0,0,9,2,12,4,0,0,2,0,23,13,0,115,0,9,5,4,3,4,12,0,44
"53333",1,67,0,0,64,0,0,0,79,16,67,0,0,0,0,1,11,0,0,35,10,23,0,14,6,64,0,161,24,0,24,40,14,13,0,0,62,15,0,45
"12051",0,0,0,0,13,0,0,42,13,2,0,0,0,2,0,2,0,0,0,28,0,7,0,12,0,0,0,2,5,0,24,0,12,9,0,0,4,12,0,3
"52118",0,0,0,0,2,0,0,0,12,24,0,0,0,0,0,2,0,0,0,0,13,0,3,26,0,23,0,0,0,0,1,0,0,18,0,9,0,23,0,2
"100043121",0,17,1,0,2,1,0,0,1,2,4,0,2,7,0,18,4,0,0,12,0,1,5,8,1,20,0,11,10,0,12,51,2,16,0,2,9,9,0,15
"16534",0,27,0,0,26,0,26,7,29,20,32,0,0,27,0,82,0,0,0,33,0,10,7,49,5,16,0,71,21,0,72,0,20,12,0,9,6,12,0,73
"22594",0,3,0,0,22,0,0,0,22,0,9,0,0,17,0,3,0,0,0,7,1,10,1,0,0,16,0,7,0,0,54,0,3,0,0,0,0,5,0,5
"66071",0,4,0,0,9,0,5,0,1,1,4,0,0,2,0,2,1,0,0,10,13,5,0,3,0,2,0,19,5,0,4,0,0,9,2,11,0,1,0,20
"232970",0,19,0,0,0,0,0,0,14,0,13,0,0,0,0,0,3,0,0,2,5,0,0,4,0,1,0,17,0,0,16,0,0,0,0,2,0,0,0,46
"20085",1,282,0,39,165,31,28,19,423,126,179,11,3,236,0,174,104,8,9,504,23,178,77,283,49,618,18,267,172,0,425,222,189,397,10,118,324,153,13,408
"16801",1,15,0,0,13,0,0,0,3,10,19,0,8,3,0,16,3,1,0,31,12,2,1,5,6,12,0,3,2,0,37,5,29,15,3,2,20,12,0,21
"14470",0,14,0,0,30,0,0,0,15,31,21,13,0,10,0,53,0,0,3,7,25,12,18,19,0,33,0,41,3,0,132,6,37,7,1,0,40,26,0,22
"232976",0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,2,3,0,0,5,0,0,15
"18987",0,1,0,1,42,4,4,0,5,0,0,4,0,15,0,14,5,0,3,17,10,9,16,10,4,13,0,30,32,0,59,12,45,34,0,33,32,28,0,49
"67379",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,49,0,8,0,12,1,0,12,0,1,4,0,0,0,0,5,0
"606496",0,27,1,7,30,6,2,0,13,9,12,2,0,1,0,28,3,0,0,6,9,11,0,6,0,33,0,20,16,0,32,9,21,53,0,17,9,18,0,28
